,,,,,,,,,,,,,,,,,,,,,,,,,April 1 = 1,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,67,69,71,72,73,74,76,77,78,79,80,81,82,83,84,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,107,108,109,110,112,113,114,115,116,117,121,122,125,115,116,117,118,121,122,125,,,,,,,,
300,RUTW,LETE,29.76907,-93.17208,none,6/6/2019,Y,20,30,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E - 15d,,,,,,,1E with ants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,RUTW,LETE,29.76206,-93.13763,symbolic,6/19/2019,Y,10,30,,,,,64,65,67,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 2-3d",BON,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,RUTW,LETE,29.76237,-93.13959,?,6/7/2019,N,40,60,,,,,,,,10 June- icon color in Gaia indicated this was a failed nest so did not check it,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, 15d",,,,did not check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,RUTW,LETE,29.76239,-93.13967,none,6/5/2019,N,20,40,,,,,,,,11 June- icon color in Gaia indicated this was a failed nest so did not check it,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3E, ~17d",,,,did not check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,RUTW,LETE,29.76381,-93.14562,none,6/22/2019,N,30,50,,,,,64,64,71,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1E, new",,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,RUTW,LETE,29.76419,-93.14784,none,6/9/2019,Y,20,40,,,,,,,,"10 June cattle traffic, no chick behavior from adults",,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 13-15d",,,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,RUTW,CONI,29.76475,-93.15012,none,6/14/2019,Y,60,60,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~5d",,,,2E,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,RUTW,LETE,29.76623,-93.15741,none,6/22/2019,Y,40,40,,,,,64,64,71,,Y,N,F,F,6/5/2019,fate unclear from camera footage,camera was at a terrible angle - was active for roughly 2 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, new",,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,RUTW,LETE,29.76619,-93.15721,none,6/19/2019,Y,10,40,,,,,64,64,71,10 June- check camera set on nest for fate confirmation; fate from camera unclear,Y,N,F,A,6/4/2019,fate is unclear from camera footage,abandoned bc nothing triggered the camera between 6/3 and 6/9. can't see where nest is. There is one bird but very far from camera. Cows on first day but unclear how much disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~2d",,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,ROCK,CONI,29.66755,-92.84431,none,6/18/2019,Y,20,40,,,,,65,65,72,11 Jun - stick half buried by storm surge,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, ~2d",,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,RUTE,LETE,29.75841,-93.12151,symbolic,,Y,10,30,,,###############################################################################################################################################################################################################################################################,,78,94,94,"7/3 - 1 chick, 1 egg; camera placed 6/17",Y,N,H,H,7/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,2E,,,,,,,"1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,RUTE,LETE,29.7584,-93.12082,symbolic,,Y,,,,,,,78,87,87,camera placed 6/21; chick ~5 days old found within 2ft of nest,Y,Y,H,H,6/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,ROCK,CONI,29.66978,-92.84998,none,,Y,0,10,,,,,79,93,93,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,BON,,,,,BON,,,,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,ROCK,CONI,29.67248,-92.85836,none,,Y,10,10,,,,,79,79,83,"6/17 - probably abandoned, may have been abandoned when marked. egg floated very high, no sounds from within, no bird ever seen on nest. not sure when abandoned",,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,ROCK,WIPL,29.6686,-92.84724,none,7/10/2019,Y,5,5,K3,,,vehicle,79,89,89,28 June- nest was checked in morning by SB and had 3 eggs. Nest run over by vehicle a few hours later. Not sure how to treat this for the nest model? last check and failure occurred hours apart from each other- KBB,,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E angled on bottom,,,,3E,,,,,3E,,,,"0E, run over",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,HBTO,CONI,29.76914,-93.44395,none,7/2/2019,Y,40,30,,,,,80,80,88,coyote tracks somewhat close by; nest in the middle of a line of ant nests? see photo,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E angled on bottom,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,HBTO,LETE,29.76879,-93.43898,none,,Y,0,0,,,,coyote,80,80,88,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,RUTW,LETE,29.76643,-93.15813,none,7/5/2019,Y,5,20,,,6/14/2019,,82,,,camera placed 6/21,Y,,U,NA,,nothing in the folder???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E-4d,,,,,not checked,,,?,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,RUTW,WIPL,29.76632,-93.15768,none,7/3/2019,Y,20,20,,,,,81,92,92,1 July- one chick hatched and dry by the evening and SB banded it. KB went to nest early 2 July and saw the second chick emerge from egg. Likely completed hatch on July 2,Y,N,H,H,7/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E,,,,,3E,,,,"3E, starring, peeping, feel the chicks","1C, 2E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,RUTW,LETE,29.76211,-93.13772,symbolic,6/27/2019,N,,,,,,,81,90,90,6/30 - 2 chicks; camera placed 6/20,Y,N,H,H,6/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 14d,,,,,,2E,,hatch,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,ROCK,CONI,29.675,-92.86417,none,6/28/2019,Y,5,5,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,ROCK,CONI,29.67194,-92.85722,none,6/26/2019,Y,40,40,,,,,,,,,,,U,,,,there is also a LETE nest marked 321 on RUTH with a camera on it - what is the deal?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,RUTW,LETE,29.76687,-93.16105,none,7/10/2019,,,,,,6/19/2019,,82,87,91,camera placed 6/21,Y,N,Ca,Ca,6/30/2019,,in cam 226/223 album - was this one originally marked 321?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E-new,,,,2E,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,RUTW,LETE,29.76702,-93.16143,none,7/3/2019,,,,,,,,75,94,94,"camera placed 6/21; chick on camera 7/5, walking, 2-3 days old (video); hatch was marked as 7/3",Y,Y,U,H,7/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E-7d,,,,2E,,,,1E,,,hatch,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,RUTW,LETE,29.76771,-93.16492,none,6/26/2019,,,,,,,,82,87,91,"camera placed 6/21; camera died 6/27, appears to have overheated (prolonged temps registered between 120 and 131 degrees F); nest had not hatched",?,N,U,NA,NA,camera appears to have overheated (see other notes),this is not nest 324 - folder was mislabeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- ~14d,,,,2E,,,,empty check cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,RUTW,LETE,29.76683,-93.16052,none,6/27/2019,,,,,,,,82,91,100,camera placed 6/21,Y,N,U,NA,NA,"pulled cameras before July 4th weekend, then couldn't get back to area until 7/9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 13d,,,,2E,,,,2E,,,?,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,RUTW,LETE,29.76676,-93.16051,none,7/6/2019,,,,,,,,82,91,100,camera placed 6/21,Y,N,U,NA,NA,same camera as 325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 4d,,,,2E,,,,2E,,,?,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,RUTW,LETE,29.76656,-93.15949,none,7/10/2019,,,,,,,,82,91,100,camera placed 6/21,Y,N,U,NA,NA,"pulled cameras before July 4th weekend, then couldn't get back to area until 7/9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E-new,,,,3E,,,,3E,,,,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,RUTE,WIPL,29.7585,-93.12177,none,,,,,,,,,82,88,88,chicks banded at nest on June 27th by KBB,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E-~23d,,,,"3E, starring","hatch 2C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,RUTE,LETE,29.75853,-93.12159,,7/11/2019,N,,,,,6/20/2019,,82,102,107,left camera placed high during storm - check for fate,Y,Y,F,S,7/13/2019,adult not seen on camera coming back to nest after storm starts (frequent photos during storm),"cam fate was originally marked ""W""; bird still on nest at 7:52 pm on 12 Jul; comes back briefly on 14 Jul at 140 pm; no flooding or surge seen, maybe got too windy?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E-new,,,,2E,,,,,2E,2E,,,,,,2E,,,2E,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,ROCK,CONI,29.67616,-92.86642,none,6/26/2019,,,,,,,,,,,no signs of what happened/egg shells/anything,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- ~12d,,,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,RUTW,CONI,29.76847,-93.16886,,7/6/2019,Y,,,,,,,87,100,100,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,2E,,,,,,,,,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,HBTO,LETE,29.76881,-93.43935,,,Y,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,HBTO,LETE,29.76871,-93.4378,,,Y,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,RUTW,LETE,29.76873,-93.43839,,6/30/2019,Y,,,,,,,82,88,98,field observations for fate?? site was marked as HBTO,Y,,U,A,6/27/2019,25 Jun - M bringing fish; cam stops mid afternoon on 27 Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,1E,,,?,,,,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,RUTW,CONI,29.76326,-93.1427,symbolic,7/7/2019,Y,,,,,,,88,100,100,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, almost vertical",,,2E,,,,2E,,,,BON,1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ROCK,CONI,29.67689,-92.86801,,6/30/2019,Y,,,,,,ghost crab?,89,89,93,7/2 egg shell found with what looks like a bite out of it (SB has pic),,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,ROCK,WIPL,29.67753,-92.869,,7/6/2019,Y,,,,,,,89,99,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,,,,,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,RUTW,LETE,29.76775,-93.16508,none,,,,,,,###############################################################################################################################################################################################################################################################,,100,100,108,TS Barry,Y,N,S,NA,NA,nest was still there 7/9,was camera pulled for 4th of july weekend? Pics stop on 7/4 in the one folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,,,,1E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,
339,RUTW,LETE,29.76917,-93.17241,none,,,,,,,###############################################################################################################################################################################################################################################################,,100,100,108,TS Barry,Y,N,S,S,7/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,,,,,1E,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,
340,RUTW,CONI,,,none,,,,,,,,,,,,,Y,N,U,NA,NA,pulled camera before storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,RUTW,CONI,29.7653,-93.15302,none,7/3/2019,,,,,,,,92,92,95,"4 Jul - cattle disturbance, probably trampled, no egg shell found",,,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E- 13-14d,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,RUTW,CONI,29.76454,-93.14963,none,7/14/2019,,,,,,,,92,92,95,"4 Jul - tire tracks over nest, smashed egg shells found",,,Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 3d,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,RUTW,CONI,29.76612,-93.15688,none,7/2/2019,,,,,,,,92,94,94,"9 Jul - hatched egg shell found a few inches from where nest was, male making clicking noises, female may have moved farther East but did not have time to look thoroughly",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 14-15d,,hatch?,,,,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,RUTW,CONI,29.7641,-93.14727,symbolic,7/14/2019,,50,50,,,,,92,99,100,"4 Jul - installed symbolic fencing (3 posts); 8 Jul - caught female with bow net and banded, tagged with VHF tag; bird did not return to nest for half an hour (or more?) after tagging; bird relocated at far end of site",,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 3d,,,,,,,2E,"2E, A?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,RUTW,CONI,29.76419,-93.14488,none,7/11/2019,,,,,,,,92,101,108,"8 Jul - attempted bow net, bird ran out too quickly and was not caught. SB has more detailed notes; 9 Jul - eggs covered in ants, one smells bad, but bird still incubating 18 July-nest had an egg shell with sand inside. Not sure what happened to this nest, but the eggs were weird before TS Barry.",,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 6d,,,,,,,2E,2E,BON,,,failed-egg shells,,,,,,,,,,,,,,,,,,,,,,,,,,
346,RUTE,CONI,29.75903,-93.12293,none,7/3/2019,,70,60,,,,,92,97,97,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 14d,,2E,,,hatch?,,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,RUTE,LETE,29.7584,-93.12122,none,,,50,50,,,###############################################################################################################################################################################################################################################################,,,,,,N,,U,,,this was probably nest 047,"dog disturbance ~3 hrs after cam placed; then cow that night; bird comes back to nest next day; still on nest 2 days later and the day after - mate brings fish; next day loads of cows around, bird still comes back to incubate, and next day, and next… and then bird is still there until right before I come to move cam and mark nest? maybe thtis isn't 347 - why does it say 0e on 7/3? nest pics confirm nest discovered 3/1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,RUTE,CONI,29.75791,-93.1189,none,,,60,50,,,,,92,107,107,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,not checked,,,,,,2E,,,1C,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,ROCK,CONI,29.66921,-92.84885,none,7/13/2019,,10,50,,,,,93,93,96,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- 5d,,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,ROCK,CONI,29.67025,-92.85159,none,7/18/2019,,,,,,,,93,101,,almost certainly lost to storm surge,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E- new,,,2E,,,,,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,RUTE,LETE,29.7584,3.12106,symbolic,NA,,40,40,,,###############################################################################################################################################################################################################################################################,,99,116,121,"30 Jul - 2E being eaten by ants; eggs did not look abandoned on previous visit, and bird was seen on nest",Y,N,A,A,6/27/2019,were eggs already nonviable right after storm but bird kept incubating? bird there on 7/9 but then must have been gone 7/10? Why was cam pulled? Never mind found other photos - any after 7/19? Bird was still incubating so not abandoned at that point,bird still there on 19 Jul - are there any more photos? Did camera die?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E,,,2E,2E,,"BON, 2E",,2E,,,,2E,,2E rotten,,,,,,,,,,,,,,,,,
354,RUTE,CONI,29.75711,-93.11546,none,7/24/2019,Y,50,40,,,,,99,99,NA,"16 Jul cattle tracks all through area, looks like they stampeded through there :( could not find stick",,,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E - new,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,RUTW,CONI,29.7696,-93.1724,none,7/27/2019,Y,70,70,,,,,102,108,116,17 Jul - placed camera; knocked over by cattle and disturbance in area,Y,Y,F,Ca,7/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,1E,,,,,,,0E check cam,,,,,,,,,,,,,,,,,,,
356,RUTW,LETE,29.76774,-93.16499,none,7/23/2019,N,,,,,7/2/2019,,99,102,108,8 Jul - placed camera,Y,Y,S,Ca,7/14/2019,"birds return once after cows were in area and then again the next day (or were there the whole time and only on camera those times) According to camera, was pulled after 2 days (7/10) but still has egg 7/11?","bird is on eggs around sunset, then 5 hours later, cow comes through - when was camera pulled?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,1E-7d,,1E,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,
357,RUTW,LETE,29.76784,-93.16532,none,7/11/2019,N,,,,,6/20/2019,,99,102,108,"8 Jul - placed camera; * egg floated high and slanted, but had stuff stuck to it. probably actually rotten/abandoned ",Y,N,A,A,7/9/2019,where is this camera footage?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,1E-19d*,,1E,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,
358,RUTW,LETE,29.77001,-93.17689,none,,N,,,,,,,99,102,102,8 Jul - placed camera; 11 Jul found with hatched chick being eaten by ants :(,Y,N,H,D,7/11/2019,"need to decide when nest is considered ""successful"" - nest did hatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,1C being eaten by ants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,RUTW,LETE,29.76678,-93.16006,none,NA,N,15,15,,,###############################################################################################################################################################################################################################################################,,99,102,108,TS Barry,Y,N,S,S,7/14/2019,,"cow disturbance night of 7/11, bird is back 7/12, still there evening of 7/13, then cow; morning of 7/14 camera seems underwater? Or just fogged up? Then vehicle, cows, coyote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,1E,,0E,,,,,,,,,,,,,,,,,,,,,,,,,,
360,RUTW,CONI,29.76312,-93.14111,none,8/5/2019,Y,,,,,,,108,115,116,17 Jul - placed camera,Y,N,Ca,Ca,7/23/2019,"egg found trampled, not determined by camera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E,,,,,1E,1E,0E,,,,,,,,,,,,,,,,,,,
370,RUTW,CONI,29.76389,-93.14437,none,7/27/2019,Y,,,,,,,116,,,"7/25/19 - Nest discovered with 2 eggs, 14d and 3d. 3d egg likely non-viable. 31 Jul - 1E, cold, condensation, and stuck to sand. looked around for evidence of other egg hatching",,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 14d, 3d",,,1E abandoned ,,,,,,,,,,,,,,,,
371,RUTE,CONI,29.75858,-93.12128,symbolic,8/2/2019,,70,70,,,,,116,125,125,"8/3 - 1 chick, 1 egg; camera; mom and babies caught and mom given nanotag",Y,?,H,H,8/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 8d",,,BON,"1E, 1C",,,,,,,,,,,,,,,
400,RLCC,LETE,29.78572,-93.21546,symbolic,6/8/2019,Y,0,0,,,,,53,72,72,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 4d",,,,2E,,,,2E,,,,2E,2E,,,"hatch 1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,RLCC,LETE,29.78567,-93.2155,symbolic,6/29/2019,Y,0,0,,,,,53,59,59,"31 May- adults throwing poop, no chicks seen in the immediate area. Seems to have hatched. ",,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 15d",,,,2E,,hatch?,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,RLCC,LETE,29.78565,-93.21557,symbolic,5/27/2019,Y,0,0,,,,,53,57,57,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 15-16d",,,,"1C, 1E",,,,"empty, poops in scrape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,RLCC,LETE,29.78566,-93.21561,symbolic,6/5/2019,Y,0,0,,,,,53,72,72,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2E, 7d",,,,2E,,,,2E,,,,2E,2E,,,"hatch 1C, 1E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
